BounceRates,ExitRates,PageValues,SpecialDay,Browser,Region,Weekend,New_Visitor,Dec,Feb,June,Mar,May,Nov,Oct,Sep,AvgAdministrative,AvgInformational,AvgProductRelated,Class
11.710741854072957,4.895620690835034,0.0,0.0,-1.0,-0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2090164935926695,0.0,-1.0512182909879493,0
-0.1851275342774272,2.095620713235034,0.0,0.0,0.0,-0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2090164935926695,0.0,0.113639573669263,0
11.710741854072957,4.895620690835034,0.0,0.0,-1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2090164935926695,0.0,-1.0512182909879493,0
2.7888398128101684,3.215620704275034,0.0,0.0,0.0,-0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2090164935926695,0.0,-1.0026825466211653,0
1.004459404557611,0.6956207244350342,0.0,0.0,1.0,-0.6666666666666666,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2090164935926695,0.0,1.2329951779883033,0
0.7540200677963441,-0.0166599578667204,0.0,0.0,0.0,-0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2090164935926695,0.0,-0.7557569471282206,0
11.710741854072957,4.895620690835034,0.0,0.4,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2090164935926695,0.0,-1.0512182909879493,0
11.710741854072957,4.895620690835034,0.0,0.0,0.0,-0.6666666666666666,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2090164935926695,0.0,-1.0512182909879493,0
-0.1851275342774272,2.095620713235034,0.0,0.8,0.0,-0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2090164935926695,0.0,-0.3777848379829984,0
-0.1851275342774272,-0.0821570533427435,0.0,0.4,2.0,-0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2090164935926695,0.0,7.90362654356437,0
-0.1851275342774272,1.162287396701701,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2090164935926695,0.0,3.741686464632872,0
0.9301102208804212,0.0189540538483675,0.0,0.4,-1.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2090164935926695,0.0,-0.1235409583434603,0
-0.1851275342774272,0.095620741235034,0.0,0.0,-1.0,-0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2090164935926695,0.0,0.4074541689957474,0
-0.1851275342774272,1.162287396701701,0.0,0.0,3.0,-0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2090164935926695,0.0,-0.4566554225691639,0
-0.1851275342774272,2.095620713235034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2090164935926695,0.0,0.1864431902103388,0
0.310533670410723,-0.2476254600189963,0.0,0.0,-1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8788271227787416,0.0,1.5891554065089848,0
11.710741854072957,4.895620690835034,0.0,0.0,-1.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2090164935926695,0.0,-1.0512182909879493,0
-0.1851275342774272,-0.4889946420880428,0.0,0.0,-1.0,-0.6666666666666666,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2090164935926695,0.0,-0.1132650311237517,0
